payment_id,order_id,status,currency,gross_amount,fee_amount,tax_amount,captured_at_utc,settlement_id
pay_DEMO_0373,order_DEMO_0373,CAPTURED,INR,7500.00,150.00,27.00,2026-03-10T10:35:00Z,stl_DEMO_SETTLE_19
pay_DEMO_0374,order_DEMO_0374,CAPTURED,INR,3499.00,69.98,12.60,2026-03-10T11:10:00Z,stl_DEMO_SETTLE_19
pay_DEMO_0375,order_DEMO_0375,CAPTURED,INR,4999.00,99.98,18.00,2026-03-10T11:45:00Z,stl_DEMO_SETTLE_19
pay_DEMO_0376,order_DEMO_0376,CAPTURED,INR,4999.00,99.98,18.00,2026-03-10T12:20:00Z,stl_DEMO_SETTLE_19
pay_DEMO_0377,order_DEMO_0377,CAPTURED,INR,999.00,19.98,3.60,2026-03-10T12:55:00Z,stl_DEMO_SETTLE_19
pay_DEMO_0378,order_DEMO_0378,CAPTURED,INR,499.00,9.98,1.80,2026-03-10T13:30:00Z,stl_DEMO_SETTLE_19
pay_DEMO_0379,order_DEMO_0379,CAPTURED,INR,4999.00,99.98,18.00,2026-03-10T14:05:00Z,stl_DEMO_SETTLE_19
pay_DEMO_0380,order_DEMO_0380,CAPTURED,INR,799.00,15.98,2.88,2026-03-10T14:40:00Z,stl_DEMO_SETTLE_19
pay_DEMO_0381,order_DEMO_0381,CAPTURED,INR,999.00,19.98,3.60,2026-03-10T15:15:00Z,stl_DEMO_SETTLE_20
pay_DEMO_0382,order_DEMO_0382,CAPTURED,INR,799.00,15.98,2.88,2026-03-10T15:50:00Z,stl_DEMO_SETTLE_20
pay_DEMO_0383,order_DEMO_0383,CAPTURED,INR,7500.00,150.00,27.00,2026-03-10T16:25:00Z,stl_DEMO_SETTLE_20
pay_DEMO_0384,order_DEMO_0384,CAPTURED,INR,799.00,15.98,2.88,2026-03-10T17:00:00Z,stl_DEMO_SETTLE_20
pay_DEMO_0385,order_DEMO_0385,CAPTURED,INR,9999.00,199.98,36.00,2026-03-10T17:35:00Z,stl_DEMO_SETTLE_20
pay_DEMO_0386,order_DEMO_0386,CAPTURED,INR,1250.00,25.00,4.50,2026-03-10T18:10:00Z,stl_DEMO_SETTLE_20
pay_DEMO_0387,order_DEMO_0387,CAPTURED,INR,2499.00,49.98,9.00,2026-03-10T18:45:00Z,stl_DEMO_SETTLE_20
pay_DEMO_0388,order_DEMO_0388,CAPTURED,INR,799.00,15.98,2.88,2026-03-10T19:20:00Z,stl_DEMO_SETTLE_20
pay_DEMO_0389,order_DEMO_0389,CAPTURED,INR,7500.00,150.00,27.00,2026-03-10T19:55:00Z,stl_DEMO_SETTLE_20
pay_DEMO_0390,order_DEMO_0390,CAPTURED,INR,1250.00,25.00,4.50,2026-03-10T20:30:00Z,stl_DEMO_SETTLE_20
pay_DEMO_0391,order_DEMO_0391,CAPTURED,INR,7500.00,150.00,27.00,2026-03-10T21:05:00Z,stl_DEMO_SETTLE_20
pay_DEMO_0392,order_DEMO_0392,CAPTURED,INR,7500.00,150.00,27.00,2026-03-10T21:40:00Z,stl_DEMO_SETTLE_20
pay_DEMO_0393,order_DEMO_0393,CAPTURED,INR,499.00,9.98,1.80,2026-03-10T22:15:00Z,stl_DEMO_SETTLE_20
pay_DEMO_0394,order_DEMO_0394,CAPTURED,INR,7500.00,150.00,27.00,2026-03-10T22:50:00Z,stl_DEMO_SETTLE_20
pay_DEMO_0395,order_DEMO_0395,CAPTURED,INR,799.00,15.98,2.88,2026-03-10T23:25:00Z,stl_DEMO_SETTLE_20
pay_DEMO_0396,order_DEMO_0396,CAPTURED,INR,2499.00,49.98,9.00,2026-03-11T00:00:00Z,stl_DEMO_SETTLE_20
pay_DEMO_0397,order_DEMO_0397,CAPTURED,INR,9999.00,199.98,36.00,2026-03-11T00:35:00Z,stl_DEMO_SETTLE_20
pay_DEMO_0398,order_DEMO_0398,CAPTURED,INR,7500.00,150.00,27.00,2026-03-11T01:10:00Z,stl_DEMO_SETTLE_20
pay_DEMO_0399,order_DEMO_0399,CAPTURED,INR,7500.00,150.00,27.00,2026-03-11T01:45:00Z,stl_DEMO_SETTLE_20
pay_DEMO_0400,order_DEMO_0400,CAPTURED,INR,4999.00,99.98,18.00,2026-03-11T02:20:00Z,stl_DEMO_SETTLE_20
pay_DEMO_0401,order_DEMO_0401,CAPTURED,INR,1999.00,39.98,7.20,2026-03-11T02:55:00Z,stl_DEMO_SETTLE_21
pay_DEMO_0402,order_DEMO_0402,CAPTURED,INR,1499.00,29.98,5.40,2026-03-11T03:30:00Z,stl_DEMO_SETTLE_21
pay_DEMO_0403,order_DEMO_0403,CAPTURED,INR,1250.00,25.00,4.50,2026-03-11T04:05:00Z,stl_DEMO_SETTLE_21
pay_DEMO_0404,order_DEMO_0404,CAPTURED,INR,9999.00,199.98,36.00,2026-03-11T04:40:00Z,stl_DEMO_SETTLE_21
pay_DEMO_0405,order_DEMO_0405,CAPTURED,INR,14500.00,290.00,52.20,2026-03-11T05:15:00Z,stl_DEMO_SETTLE_21
pay_DEMO_0406,order_DEMO_0406,CAPTURED,INR,1999.00,39.98,7.20,2026-03-11T05:50:00Z,stl_DEMO_SETTLE_21
pay_DEMO_0407,order_DEMO_0407,CAPTURED,INR,1250.00,25.00,4.50,2026-03-11T06:25:00Z,stl_DEMO_SETTLE_21
pay_DEMO_0408,order_DEMO_0408,CAPTURED,INR,1499.00,29.98,5.40,2026-03-11T07:00:00Z,stl_DEMO_SETTLE_21
pay_DEMO_0409,order_DEMO_0409,CAPTURED,INR,2499.00,49.98,9.00,2026-03-11T07:35:00Z,stl_DEMO_SETTLE_21
pay_DEMO_0410,order_DEMO_0410,CAPTURED,INR,999.00,19.98,3.60,2026-03-11T08:10:00Z,stl_DEMO_SETTLE_21
pay_DEMO_0411,order_DEMO_0411,CAPTURED,INR,9999.00,199.98,36.00,2026-03-11T08:45:00Z,stl_DEMO_SETTLE_21
pay_DEMO_0412,order_DEMO_0412,CAPTURED,INR,9999.00,199.98,36.00,2026-03-11T09:20:00Z,stl_DEMO_SETTLE_21
pay_DEMO_0413,order_DEMO_0413,CAPTURED,INR,1499.00,29.98,5.40,2026-03-11T09:55:00Z,stl_DEMO_SETTLE_21
pay_DEMO_0414,order_DEMO_0414,CAPTURED,INR,3499.00,69.98,12.60,2026-03-11T10:30:00Z,stl_DEMO_SETTLE_21
pay_DEMO_0415,order_DEMO_0415,CAPTURED,INR,1999.00,39.98,7.20,2026-03-11T11:05:00Z,stl_DEMO_SETTLE_21
pay_DEMO_0416,order_DEMO_0416,CAPTURED,INR,24999.00,499.98,90.00,2026-03-11T11:40:00Z,stl_DEMO_SETTLE_21
pay_DEMO_0417,order_DEMO_0417,CAPTURED,INR,799.00,15.98,2.88,2026-03-11T12:15:00Z,stl_DEMO_SETTLE_21
pay_DEMO_0418,order_DEMO_0418,CAPTURED,INR,499.00,9.98,1.80,2026-03-11T12:50:00Z,stl_DEMO_SETTLE_21
pay_DEMO_0419,order_DEMO_0419,CAPTURED,INR,3499.00,69.98,12.60,2026-03-11T13:25:00Z,stl_DEMO_SETTLE_21
pay_DEMO_0420,order_DEMO_0420,CAPTURED,INR,7500.00,150.00,27.00,2026-03-11T14:00:00Z,stl_DEMO_SETTLE_21
pay_DEMO_0421,order_DEMO_0421,CAPTURED,INR,7500.00,150.00,27.00,2026-03-11T14:35:00Z,stl_DEMO_SETTLE_22
pay_DEMO_0422,order_DEMO_0422,CAPTURED,INR,799.00,15.98,2.88,2026-03-11T15:10:00Z,stl_DEMO_SETTLE_22
pay_DEMO_0423,order_DEMO_0423,CAPTURED,INR,799.00,15.98,2.88,2026-03-11T15:45:00Z,stl_DEMO_SETTLE_22
pay_DEMO_0424,order_DEMO_0424,CAPTURED,INR,4999.00,99.98,18.00,2026-03-11T16:20:00Z,stl_DEMO_SETTLE_22
pay_DEMO_0425,order_DEMO_0425,CAPTURED,INR,1250.00,25.00,4.50,2026-03-11T16:55:00Z,stl_DEMO_SETTLE_22
pay_DEMO_0426,order_DEMO_0426,CAPTURED,INR,4999.00,99.98,18.00,2026-03-11T17:30:00Z,stl_DEMO_SETTLE_22
pay_DEMO_0427,order_DEMO_0427,CAPTURED,INR,1499.00,29.98,5.40,2026-03-11T18:05:00Z,stl_DEMO_SETTLE_22
pay_DEMO_0428,order_DEMO_0428,CAPTURED,INR,999.00,19.98,3.60,2026-03-11T18:40:00Z,stl_DEMO_SETTLE_22
pay_DEMO_0429,order_DEMO_0429,CAPTURED,INR,1999.00,39.98,7.20,2026-03-11T19:15:00Z,stl_DEMO_SETTLE_22
pay_DEMO_0430,order_DEMO_0430,CAPTURED,INR,799.00,15.98,2.88,2026-03-11T19:50:00Z,stl_DEMO_SETTLE_22
pay_DEMO_0431,order_DEMO_0431,CAPTURED,INR,1250.00,25.00,4.50,2026-03-11T20:25:00Z,stl_DEMO_SETTLE_22
pay_DEMO_0432,order_DEMO_0432,CAPTURED,INR,1999.00,39.98,7.20,2026-03-11T21:00:00Z,stl_DEMO_SETTLE_22
pay_DEMO_0433,order_DEMO_0433,CAPTURED,INR,1499.00,29.98,5.40,2026-03-11T21:35:00Z,stl_DEMO_SETTLE_22
pay_DEMO_0434,order_DEMO_0434,CAPTURED,INR,999.00,19.98,3.60,2026-03-11T22:10:00Z,stl_DEMO_SETTLE_22
pay_DEMO_0435,order_DEMO_0435,CAPTURED,INR,3499.00,69.98,12.60,2026-03-11T22:45:00Z,stl_DEMO_SETTLE_22
pay_DEMO_0436,order_DEMO_0436,CAPTURED,INR,4999.00,99.98,18.00,2026-03-11T23:20:00Z,stl_DEMO_SETTLE_22
pay_DEMO_0437,order_DEMO_0437,CAPTURED,INR,14500.00,290.00,52.20,2026-03-11T23:55:00Z,stl_DEMO_SETTLE_22
pay_DEMO_0438,order_DEMO_0438,CAPTURED,INR,1499.00,29.98,5.40,2026-03-12T00:30:00Z,stl_DEMO_SETTLE_22
pay_DEMO_0439,order_DEMO_0439,CAPTURED,INR,7500.00,150.00,27.00,2026-03-12T01:05:00Z,stl_DEMO_SETTLE_22
pay_DEMO_0440,order_DEMO_0440,CAPTURED,INR,24999.00,499.98,90.00,2026-03-12T01:40:00Z,stl_DEMO_SETTLE_22
pay_DEMO_0441,order_DEMO_0441,CAPTURED,INR,9999.00,199.98,36.00,2026-03-12T02:15:00Z,stl_DEMO_SETTLE_23
pay_DEMO_0442,order_DEMO_0442,CAPTURED,INR,4999.00,99.98,18.00,2026-03-12T02:50:00Z,stl_DEMO_SETTLE_23
pay_DEMO_0443,order_DEMO_0443,CAPTURED,INR,499.00,9.98,1.80,2026-03-12T03:25:00Z,stl_DEMO_SETTLE_23
pay_DEMO_0444,order_DEMO_0444,CAPTURED,INR,9999.00,199.98,36.00,2026-03-12T04:00:00Z,stl_DEMO_SETTLE_23
pay_DEMO_0445,order_DEMO_0445,CAPTURED,INR,4999.00,99.98,18.00,2026-03-12T04:35:00Z,stl_DEMO_SETTLE_23
pay_DEMO_0446,order_DEMO_0446,CAPTURED,INR,1499.00,29.98,5.40,2026-03-12T05:10:00Z,stl_DEMO_SETTLE_23
pay_DEMO_0447,order_DEMO_0447,CAPTURED,INR,9999.00,199.98,36.00,2026-03-12T05:45:00Z,stl_DEMO_SETTLE_23
pay_DEMO_0448,order_DEMO_0448,CAPTURED,INR,799.00,15.98,2.88,2026-03-12T06:20:00Z,stl_DEMO_SETTLE_23
pay_DEMO_0449,order_DEMO_0449,CAPTURED,INR,999.00,19.98,3.60,2026-03-12T06:55:00Z,stl_DEMO_SETTLE_23
pay_DEMO_0450,order_DEMO_0450,CAPTURED,INR,1499.00,29.98,5.40,2026-03-12T07:30:00Z,stl_DEMO_SETTLE_23
pay_DEMO_0451,order_DEMO_0451,CAPTURED,INR,799.00,15.98,2.88,2026-03-12T08:05:00Z,stl_DEMO_SETTLE_23
pay_DEMO_0452,order_DEMO_0452,CAPTURED,INR,799.00,15.98,2.88,2026-03-12T08:40:00Z,stl_DEMO_SETTLE_23
pay_DEMO_0453,order_DEMO_0453,CAPTURED,INR,14500.00,290.00,52.20,2026-03-12T09:15:00Z,stl_DEMO_SETTLE_23
pay_DEMO_0454,order_DEMO_0454,CAPTURED,INR,4999.00,99.98,18.00,2026-03-12T09:50:00Z,stl_DEMO_SETTLE_23
pay_DEMO_0455,order_DEMO_0455,CAPTURED,INR,999.00,19.98,3.60,2026-03-12T10:25:00Z,stl_DEMO_SETTLE_23
pay_DEMO_0456,order_DEMO_0456,CAPTURED,INR,1499.00,29.98,5.40,2026-03-12T11:00:00Z,stl_DEMO_SETTLE_23
pay_DEMO_0457,order_DEMO_0457,CAPTURED,INR,1499.00,29.98,5.40,2026-03-12T11:35:00Z,stl_DEMO_SETTLE_23
pay_DEMO_0458,order_DEMO_0458,CAPTURED,INR,7500.00,150.00,27.00,2026-03-12T12:10:00Z,stl_DEMO_SETTLE_23
pay_DEMO_0459,order_DEMO_0459,CAPTURED,INR,1250.00,25.00,4.50,2026-03-12T12:45:00Z,stl_DEMO_SETTLE_23
pay_DEMO_0460,order_DEMO_0460,CAPTURED,INR,14500.00,290.00,52.20,2026-03-12T13:20:00Z,stl_DEMO_SETTLE_23
pay_DEMO_0461,order_DEMO_0461,CAPTURED,INR,1999.00,39.98,7.20,2026-03-12T13:55:00Z,stl_DEMO_SETTLE_24
pay_DEMO_0462,order_DEMO_0462,CAPTURED,INR,1250.00,25.00,4.50,2026-03-12T14:30:00Z,stl_DEMO_SETTLE_24
pay_DEMO_0463,order_DEMO_0463,CAPTURED,INR,9999.00,199.98,36.00,2026-03-12T15:05:00Z,stl_DEMO_SETTLE_24
pay_DEMO_0464,order_DEMO_0464,CAPTURED,INR,9999.00,199.98,36.00,2026-03-12T15:40:00Z,stl_DEMO_SETTLE_24
pay_DEMO_0465,order_DEMO_0465,CAPTURED,INR,1499.00,29.98,5.40,2026-03-12T16:15:00Z,stl_DEMO_SETTLE_24
pay_DEMO_0466,order_DEMO_0466,CAPTURED,INR,4999.00,99.98,18.00,2026-03-12T16:50:00Z,stl_DEMO_SETTLE_24
pay_DEMO_0467,order_DEMO_0467,CAPTURED,INR,3499.00,69.98,12.60,2026-03-12T17:25:00Z,stl_DEMO_SETTLE_24
pay_DEMO_0468,order_DEMO_0468,CAPTURED,INR,1499.00,29.98,5.40,2026-03-12T18:00:00Z,stl_DEMO_SETTLE_24
pay_DEMO_0469,order_DEMO_0469,CAPTURED,INR,499.00,9.98,1.80,2026-03-12T18:35:00Z,stl_DEMO_SETTLE_24
pay_DEMO_0470,order_DEMO_0470,CAPTURED,INR,799.00,15.98,2.88,2026-03-12T19:10:00Z,stl_DEMO_SETTLE_24
pay_DEMO_0471,order_DEMO_0471,CAPTURED,INR,9999.00,199.98,36.00,2026-03-12T19:45:00Z,stl_DEMO_SETTLE_24
pay_DEMO_0472,order_DEMO_0472,CAPTURED,INR,2499.00,49.98,9.00,2026-03-12T20:20:00Z,stl_DEMO_SETTLE_24
pay_DEMO_0473,order_DEMO_0473,CAPTURED,INR,1499.00,29.98,5.40,2026-03-12T20:55:00Z,stl_DEMO_SETTLE_24
pay_DEMO_0474,order_DEMO_0474,CAPTURED,INR,499.00,9.98,1.80,2026-03-12T21:30:00Z,stl_DEMO_SETTLE_24
pay_DEMO_0475,order_DEMO_0475,CAPTURED,INR,499.00,9.98,1.80,2026-03-12T22:05:00Z,stl_DEMO_SETTLE_24
pay_DEMO_0476,order_DEMO_0476,CAPTURED,INR,1999.00,39.98,7.20,2026-03-12T22:40:00Z,stl_DEMO_SETTLE_24
pay_DEMO_0477,order_DEMO_0477,CAPTURED,INR,24999.00,499.98,90.00,2026-03-12T23:15:00Z,stl_DEMO_SETTLE_24
pay_DEMO_0478,order_DEMO_0478,CAPTURED,INR,999.00,19.98,3.60,2026-03-12T23:50:00Z,stl_DEMO_SETTLE_24
pay_DEMO_0479,order_DEMO_0479,CAPTURED,INR,9999.00,199.98,36.00,2026-03-13T00:25:00Z,stl_DEMO_SETTLE_24
pay_DEMO_0480,order_DEMO_0480,CAPTURED,INR,1499.00,29.98,5.40,2026-03-13T01:00:00Z,stl_DEMO_SETTLE_24
pay_DEMO_0481,order_DEMO_0481,CAPTURED,INR,999.00,19.98,3.60,2026-03-13T01:35:00Z,stl_DEMO_SETTLE_25
pay_DEMO_0482,order_DEMO_0482,CAPTURED,INR,14500.00,290.00,52.20,2026-03-13T02:10:00Z,stl_DEMO_SETTLE_25
pay_DEMO_0483,order_DEMO_0483,CAPTURED,INR,3499.00,69.98,12.60,2026-03-13T02:45:00Z,stl_DEMO_SETTLE_25
pay_DEMO_0484,order_DEMO_0484,CAPTURED,INR,4999.00,99.98,18.00,2026-03-13T03:20:00Z,stl_DEMO_SETTLE_25
pay_DEMO_0485,order_DEMO_0485,CAPTURED,INR,14500.00,290.00,52.20,2026-03-13T03:55:00Z,stl_DEMO_SETTLE_25
pay_DEMO_0486,order_DEMO_0486,CAPTURED,INR,2499.00,49.98,9.00,2026-03-13T04:30:00Z,stl_DEMO_SETTLE_25
pay_DEMO_0487,order_DEMO_0487,CAPTURED,INR,4999.00,99.98,18.00,2026-03-13T05:05:00Z,stl_DEMO_SETTLE_25
pay_DEMO_0488,order_DEMO_0488,CAPTURED,INR,499.00,9.98,1.80,2026-03-13T05:40:00Z,stl_DEMO_SETTLE_25
pay_DEMO_0489,order_DEMO_0489,CAPTURED,INR,799.00,15.98,2.88,2026-03-13T06:15:00Z,stl_DEMO_SETTLE_25
pay_DEMO_0490,order_DEMO_0490,CAPTURED,INR,799.00,15.98,2.88,2026-03-13T06:50:00Z,stl_DEMO_SETTLE_25
pay_DEMO_0491,order_DEMO_0491,CAPTURED,INR,14500.00,290.00,52.20,2026-03-13T07:25:00Z,stl_DEMO_SETTLE_25
pay_DEMO_0492,order_DEMO_0492,CAPTURED,INR,999.00,19.98,3.60,2026-03-13T08:00:00Z,stl_DEMO_SETTLE_25
pay_DEMO_0493,order_DEMO_0493,CAPTURED,INR,4999.00,99.98,18.00,2026-03-13T08:35:00Z,stl_DEMO_SETTLE_25
pay_DEMO_0494,order_DEMO_0494,CAPTURED,INR,499.00,9.98,1.80,2026-03-13T09:10:00Z,stl_DEMO_SETTLE_25
pay_DEMO_0495,order_DEMO_0495,CAPTURED,INR,1999.00,39.98,7.20,2026-03-13T09:45:00Z,stl_DEMO_SETTLE_25
pay_DEMO_0496,order_DEMO_0496,CAPTURED,INR,7500.00,150.00,27.00,2026-03-13T10:20:00Z,stl_DEMO_SETTLE_25
pay_DEMO_0497,order_DEMO_0497,CAPTURED,INR,4999.00,99.98,18.00,2026-03-13T10:55:00Z,stl_DEMO_SETTLE_25
pay_DEMO_0498,order_DEMO_0498,CAPTURED,INR,999.00,19.98,3.60,2026-03-13T11:30:00Z,stl_DEMO_SETTLE_25
pay_DEMO_0499,order_DEMO_0499,CAPTURED,INR,2499.00,49.98,9.00,2026-03-13T12:05:00Z,stl_DEMO_SETTLE_25
pay_DEMO_0500,order_DEMO_0500,CAPTURED,INR,999.00,19.98,3.60,2026-03-13T12:40:00Z,stl_DEMO_SETTLE_25
pay_DEMO_0501,order_DEMO_0501,CAPTURED,INR,499.00,9.98,1.80,2026-03-13T13:15:00Z,stl_DEMO_SETTLE_26
pay_DEMO_0502,order_DEMO_0502,CAPTURED,INR,1499.00,29.98,5.40,2026-03-13T13:50:00Z,stl_DEMO_SETTLE_26
pay_DEMO_0503,order_DEMO_0503,CAPTURED,INR,1999.00,39.98,7.20,2026-03-13T14:25:00Z,stl_DEMO_SETTLE_26
pay_DEMO_0504,order_DEMO_0504,CAPTURED,INR,24999.00,499.98,90.00,2026-03-13T15:00:00Z,stl_DEMO_SETTLE_26
pay_DEMO_0505,order_DEMO_0505,CAPTURED,INR,499.00,9.98,1.80,2026-03-13T15:35:00Z,stl_DEMO_SETTLE_26
pay_DEMO_0506,order_DEMO_0506,CAPTURED,INR,1999.00,39.98,7.20,2026-03-13T16:10:00Z,stl_DEMO_SETTLE_26
pay_DEMO_0507,order_DEMO_0507,CAPTURED,INR,1250.00,25.00,4.50,2026-03-13T16:45:00Z,stl_DEMO_SETTLE_26
pay_DEMO_0508,order_DEMO_0508,CAPTURED,INR,9999.00,199.98,36.00,2026-03-13T17:20:00Z,stl_DEMO_SETTLE_26
pay_DEMO_0509,order_DEMO_0509,CAPTURED,INR,1250.00,25.00,4.50,2026-03-13T17:55:00Z,stl_DEMO_SETTLE_26
pay_DEMO_0510,order_DEMO_0510,CAPTURED,INR,9999.00,199.98,36.00,2026-03-13T18:30:00Z,stl_DEMO_SETTLE_26
pay_DEMO_0511,order_DEMO_0511,CAPTURED,INR,799.00,15.98,2.88,2026-03-13T19:05:00Z,stl_DEMO_SETTLE_26
pay_DEMO_0512,order_DEMO_0512,CAPTURED,INR,1999.00,39.98,7.20,2026-03-13T19:40:00Z,stl_DEMO_SETTLE_26
pay_DEMO_0513,order_DEMO_0513,CAPTURED,INR,24999.00,499.98,90.00,2026-03-13T20:15:00Z,stl_DEMO_SETTLE_26
pay_DEMO_0514,order_DEMO_0514,CAPTURED,INR,4999.00,99.98,18.00,2026-03-13T20:50:00Z,stl_DEMO_SETTLE_26
pay_DEMO_0515,order_DEMO_0515,CAPTURED,INR,2499.00,49.98,9.00,2026-03-13T21:25:00Z,stl_DEMO_SETTLE_26
pay_DEMO_0516,order_DEMO_0516,CAPTURED,INR,7500.00,150.00,27.00,2026-03-13T22:00:00Z,stl_DEMO_SETTLE_26
pay_DEMO_0517,order_DEMO_0517,CAPTURED,INR,14500.00,290.00,52.20,2026-03-13T22:35:00Z,stl_DEMO_SETTLE_26
pay_DEMO_0518,order_DEMO_0518,CAPTURED,INR,999.00,19.98,3.60,2026-03-13T23:10:00Z,stl_DEMO_SETTLE_26
pay_DEMO_0519,order_DEMO_0519,CAPTURED,INR,1250.00,25.00,4.50,2026-03-13T23:45:00Z,stl_DEMO_SETTLE_26
pay_DEMO_0520,order_DEMO_0520,CAPTURED,INR,999.00,19.98,3.60,2026-03-14T00:20:00Z,stl_DEMO_SETTLE_26
